Point,Point,Accepted,Rejected,Residual,3-d,3-d,3-d,Sigma,Sigma,Sigma,Correction,Correction,Correction,Coordinate,Coordinate,Coordinate
AS15_SocetPAN_36,CONSTRAINED,3,1,  0.21,     26.99055810,      2.80565235,   1735.51119400,     53.98282959,     40.37484603,     72.24775888,    106.32343858,    292.09692032,     31.81900319,   1544.62786946,     75.69765204,    787.65075692
AS15_SocetPAN_38,CONSTRAINED,2,0,  0.07,     25.92575925,      2.50963558,   1735.37565481,     50.61899123,     40.03009025,     69.10954099,    -43.47457809,    417.51431506,   -101.97018979,   1559.23278088,     68.34029534,    758.71694482
AS15_SocetPAN_39,CONSTRAINED,3,0,  0.03,     25.26178423,      2.63604861,   1735.22623180,     51.58593879,     39.12025731,     61.90912967,   -133.52001611,    402.64563812,   -156.26819977,   1567.62145717,     72.17363165,    740.51604265
AS15_SocetPAN_40,CONSTRAINED,2,0,  0.04,     25.77347933,      1.89114256,   1735.47334389,     52.54931152,     42.14712809,     64.41230173,    -21.92192146,    361.60171622,     83.59389442,   1561.97745756,     51.57439596,    754.60866090
AS15_SocetPAN_41,CONSTRAINED,3,0,  0.22,     24.32805059,      1.77791375,   1735.75379385,     59.20944179,     49.59521669,     69.95521593,   -206.70246903,    416.76357649,     65.04385383,   1580.86040629,     49.07055873,    715.06201757
AS15_SocetPAN_42,CONSTRAINED,3,1,  0.40,     24.29713270,      2.15716613,   1735.84829864,     59.61753956,     50.05010419,     74.99719541,   -322.06866318,    437.84804846,   -117.32635764,   1580.97239942,     59.55120049,    714.24732600
AS15_SocetPAN_44,CONSTRAINED,3,1,  0.10,     26.39550909,      1.69751834,   1735.59029535,     53.91191284,     43.87453533,     73.44284839,     -8.76709381,    379.33324833,    145.67035072,   1553.96685393,     46.05329308,    771.58264909
AS15_SocetPAN_45,FREE,4,2,  0.73,     25.53951604,      3.48755332,   1736.60061732,     50.19702874,     40.35220302,     67.78943156,    766.61700299,  -1392.37246182,   -599.63110181,   1564.01229555,     95.31806453,    748.70669158
AS15_Tie01,FREE,2,0,  0.14,     26.65134870,      8.75585546,   1733.77505265,     94.25306548,     87.20224185,     87.09961802,    948.70778598,   -831.32293957,  -1147.89097838,   1531.50724581,    235.88173638,    777.70257533
AS15_Tie02,FREE,3,1,  0.08,     28.05009244,      7.54279385,   1734.19559224,     86.59549145,     74.02969744,     82.64063266,   1201.01161590,   -876.83088229,   -691.58379050,   1517.24824433,    200.90249878,    815.49390139
AS15_Tie03,FREE,4,2,  0.16,     28.15539751,      5.61853945,   1735.88033696,     70.91610635,     55.85486193,     76.83711350,   1316.02552773,  -1075.84066442,   -386.89026928,   1523.12268214,    149.84108223,    819.10041478
AS15_Tie04,FREE,2,0,  0.22,     23.09043007,      7.44103241,   1734.10558017,     95.44176758,     82.14765804,     90.03241290,    917.89849652,  -1181.72783110,  -1247.61492740,   1581.74766062,    206.58513760,    680.08755481
AS15_Tie05,FREE,4,1,  0.21,     23.24142456,      5.80772062,   1735.54834181,     75.21543166,     65.22567421,     74.15148436,    727.28487927,  -1253.44601704,  -1118.38918612,   1586.52357131,    161.36918085,    684.85837359
AS15_Tie06,FREE,3,1,  0.38,     26.42957601,      7.25144364,   1736.10918317,     75.81891256,     64.44238015,     67.72572046,    911.79583094,   -971.67398438,   -900.61434454,   1542.22024660,    196.23468289,    772.73783140
AS15_Tie07,FREE,3,1,  0.81,     24.26212966,      7.20168099,   1733.95874648,     82.10799858,     73.64138072,     79.09898046,    790.01226692,  -1152.90007992,  -1140.50007679,   1568.33601806,    198.17366184,    712.50422364
AS15_Tie08,FREE,3,1,  0.35,     23.49786155,      2.01177542,   1739.81668989,     68.10673647,     55.04014390,     80.67381876,    926.14194292,  -1376.68139925,     69.70593531,   1594.55887576,     56.01133831,    693.69073523
AS15_Tie09,FREE,3,1,  0.54,     28.25269230,      1.99819480,   1735.91332604,     68.32303901,     52.21744697,     86.12035258,   1314.41521428,  -1516.27777909,    418.31851209,   1528.18154832,     53.31706887,    821.71377077
AS15_Tie11,FREE,3,1,  0.35,     23.53602521,      0.41546640,   1736.27026103,    111.11134258,     66.95464726,    148.23299990,    830.00059730,  -1665.66744026,    170.68342904,   1591.78665818,     11.54265586,    693.33716274
AS15_Tie12,FREE,4,2,  0.04,     24.81334739,      5.79899011,   1735.61420031,     64.72834272,     52.44011739,     62.46963698,    780.04689162,  -1206.60545263,   -776.92095239,   1567.31981364,    159.17463050,    728.37400496
AS15_Tie14,FREE,4,2,  0.17,     23.33109754,      4.54706126,   1736.72719911,     68.09150384,     57.01962866,     72.96735059,    748.02083661,  -1363.05657597,   -797.31799424,   1589.69843957,    126.42589025,    687.82027423
AS15_test01,FREE,6,4,  0.08,     27.31911974,      4.83567965,   1735.38419340,     59.75121199,     45.47423474,     66.46986658,   1101.65392577,  -1278.54879237,   -293.00832239,   1536.33856572,    129.97347070,    796.44774286
